run,expert_id,before,after
1,0,0.09090909090909093,0.5263157894736842
1,0,0.27586206896551724,0.608695652173913
1,0,0.34285714285714286,0.34285714285714286
1,0,0.38596491228070173,0.4067796610169492
1,0,0.2777777777777778,0.32432432432432434
1,0,0.631578947368421,0.5116279069767441
1,0,0.37500000000000006,0.4827586206896552
1,0,0.38095238095238093,0.3111111111111111
1,0,0.5306122448979591,0.44897959183673464
1,0,0.10526315789473685,0.631578947368421
1,1,0.10526315789473685,0.6666666666666666
1,1,0.5161290322580646,0.5384615384615384
1,1,0.34285714285714286,0.34285714285714286
1,1,0.3870967741935484,0.42857142857142855
1,1,0.29411764705882354,0.35714285714285715
1,1,0.6382978723404256,0.6818181818181819
1,1,0.4827586206896552,0.43137254901960786
1,1,0.34285714285714286,0.34146341463414637
1,1,0.45454545454545453,0.4444444444444445
1,1,0.5217391304347826,0.3
1,2,0.4444444444444444,0.4444444444444444
1,2,0.608695652173913,0.5833333333333334
1,2,0.23529411764705882,0.3157894736842105
1,2,0.42857142857142855,0.36666666666666664
1,2,0.375,0.37037037037037035
1,2,0.576923076923077,0.2916666666666667
1,2,0.37735849056603776,0.44
1,2,0.3508771929824561,0.3492063492063492
1,2,0.44,0.3928571428571429
1,2,0.47619047619047616,0.56
2,0,0.28571428571428575,0.380952380952381
2,0,0.608695652173913,0.4
2,0,0.2666666666666666,0.25
2,0,0.35714285714285715,0.4615384615384615
2,0,0.30303030303030304,0.2857142857142857
2,0,0.37837837837837834,0.29268292682926833
2,0,0.4680851063829786,0.5666666666666667
2,0,0.2962962962962963,0.18181818181818185
2,0,0.4999999999999999,0.3870967741935483
2,0,0.5384615384615385,0.6086956521739131
2,1,0.2105263157894737,0.33333333333333337
2,1,0.5217391304347826,0.5
2,1,0.23529411764705882,0.34782608695652173
2,1,0.4444444444444445,0.44067796610169496
2,1,0.3333333333333333,0.3333333333333333
2,1,0.24489795918367346,0.5106382978723405
2,1,0.5660377358490566,0.4210526315789474
2,1,0.2898550724637681,0.4
2,1,0.43243243243243246,0.36000000000000004
2,1,0.39999999999999997,0.5384615384615385
2,2,0.28571428571428575,0.09090909090909093
2,2,0.34782608695652173,0.608695652173913
2,2,0.34285714285714286,0.30769230769230765
2,2,0.4074074074074075,0.37037037037037035
2,2,0.4285714285714285,0.44444444444444436
2,2,0.5,0.6086956521739131
2,2,0.48484848484848486,0.48000000000000004
2,2,0.4150943396226415,0.32142857142857145
2,2,0.35714285714285715,0.5357142857142857
2,2,0.47619047619047616,0.3846153846153846
3,0,0.1904761904761905,0.23529411764705882
3,0,0.47058823529411764,0.4000000000000001
3,0,0.3333333333333333,0.30769230769230765
3,0,0.4590163934426229,0.42622950819672134
3,0,0.2962962962962963,0.3225806451612903
3,0,0.32432432432432434,0.52
3,0,0.5660377358490566,0.4705882352941177
3,0,0.3396226415094339,0.34146341463414637
3,0,0.5652173913043478,0.36065573770491804
3,0,0.4799999999999999,0.45454545454545453
3,1,0.3157894736842105,0.2105263157894737
3,1,0.5714285714285714,0.4
3,1,0.30769230769230765,0.34285714285714286
3,1,0.4375,0.39999999999999997
3,1,0.21428571428571425,0.2727272727272727
3,1,0.409090909090909,0.5116279069767441
3,1,0.5,0.46153846153846156
3,1,0.2325581395348837,0.39999999999999997
3,1,0.4848484848484849,0.5405405405405405
3,1,0.3448275862068966,0.4615384615384615
3,2,0.3157894736842105,0.3
3,2,0.41666666666666663,0.4666666666666667
3,2,0.28571428571428575,0.2553191489361702
3,2,0.5625,0.41379310344827586
3,2,0.48,0.358974358974359
3,2,0.4,0.4444444444444444
3,2,0.40625,0.36
3,2,0.3666666666666667,0.36363636363636365
3,2,0.43243243243243246,0.4186046511627907
3,2,0.3,0.43478260869565216
4,0,0.09523809523809525,0.1904761904761905
4,0,0.4347826086956522,0.5384615384615384
4,0,0.2631578947368421,0.2777777777777778
4,0,0.4193548387096774,0.43333333333333335
4,0,0.34285714285714286,0.631578947368421
4,0,0.6808510638297872,0.4888888888888889
4,0,0.5098039215686274,0.38596491228070173
4,0,0.27906976744186046,0.22222222222222224
4,0,0.45161290322580644,0.37209302325581395
4,0,0.4999999999999999,0.56
4,1,0.3157894736842105,0.39999999999999997
4,1,0.48000000000000004,0.6666666666666667
4,1,0.30769230769230765,0.30769230769230765
4,1,0.31746031746031744,0.48275862068965514
4,1,0.43750000000000006,0.3333333333333333
4,1,0.45454545454545453,0.40816326530612246
4,1,0.37037037037037035,0.45614035087719296
4,1,0.375,0.42424242424242425
4,1,0.4897959183673469,0.5
4,1,0.33333333333333337,0.43478260869565216
4,2,0.6666666666666666,0.2105263157894737
4,2,0.37499999999999994,0.608695652173913
4,2,0.3333333333333333,0.34285714285714286
4,2,0.3692307692307692,0.4444444444444445
4,2,0.3448275862068965,0.5
4,2,0.42105263157894735,0.36734693877551017
4,2,0.490566037735849,0.5199999999999999
4,2,0.28,0.45614035087719296
4,2,0.4888888888888889,0.5106382978723404
4,2,0.4799999999999999,0.5217391304347826
5,0,0.2222222222222222,0.39999999999999997
5,0,0.4,0.4827586206896552
5,0,0.32432432432432434,0.28571428571428575
5,0,0.3448275862068965,0.42424242424242425
5,0,0.4210526315789474,0.48
5,0,0.3888888888888889,0.3888888888888889
5,0,0.33333333333333326,0.4150943396226416
5,0,0.3125,0.23529411764705882
5,0,0.2790697674418604,0.3913043478260869
5,0,0.6086956521739131,0.3703703703703703
5,1,0.5555555555555556,0.4444444444444444
5,1,0.4,0.3636363636363637
5,1,0.34285714285714286,0.28571428571428564
5,1,0.4545454545454546,0.3939393939393939
5,1,0.26666666666666666,0.48275862068965514
5,1,0.42105263157894735,0.4444444444444445
5,1,0.48000000000000004,0.5416666666666666
5,1,0.4067796610169491,0.32
5,1,0.45,0.5818181818181818
5,1,0.6,0.6363636363636364
5,2,0.19999999999999998,0.4545454545454546
5,2,0.3703703703703704,0.4761904761904762
5,2,0.32432432432432434,0.34285714285714286
5,2,0.5454545454545455,0.4067796610169492
5,2,0.3333333333333333,0.29411764705882354
5,2,0.45,0.37209302325581395
5,2,0.5306122448979591,0.5925925925925926
5,2,0.25,0.34615384615384615
5,2,0.5238095238095238,0.380952380952381
5,2,0.5263157894736842,0.4999999999999999
6,0,0.35,0.48979591836734687
6,0,0.30434782608695654,0.3
6,0,0.5,0.380952380952381
6,0,0.38961038961038963,0.4193548387096774
6,0,0.40625000000000006,0.45
6,0,0.2,0.43478260869565216
6,0,0.6363636363636364,0.5396825396825398
6,0,0.2807017543859649,0.14814814814814817
6,0,0.3333333333333333,0.42857142857142855
6,0,0.31372549019607837,0.4444444444444445
6,1,0.3888888888888889,0.2941176470588235
6,1,0.3225806451612903,0.2926829268292683
6,1,0.26666666666666666,0.39999999999999997
6,1,0.34920634920634913,0.5599999999999999
6,1,0.37681159420289856,0.6451612903225806
6,1,0.30769230769230765,0.3478260869565218
6,1,0.4848484848484849,0.4761904761904762
6,1,0.5999999999999999,0.31999999999999995
6,1,0.3529411764705882,0.6666666666666667
6,1,0.2857142857142857,0.38888888888888895
6,2,0.5806451612903225,0.5
6,2,0.3225806451612903,0.30303030303030304
6,2,0.46153846153846156,0.2580645161290322
6,2,0.5,0.48888888888888893
6,2,0.22222222222222227,0.3508771929824561
6,2,0.5882352941176471,0.4
6,2,0.16666666666666666,0.5396825396825398
6,2,0.39999999999999997,0.41379310344827586
6,2,0.3333333333333333,0.28571428571428575
6,2,0.2978723404255319,0.4
7,0,0.5,0.5263157894736842
7,0,0.32,0.41666666666666663
7,0,0.34285714285714286,0.4615384615384615
7,0,0.3870967741935484,0.42622950819672134
7,0,0.4285714285714285,0.36363636363636365
7,0,0.7659574468085106,0.2564102564102564
7,0,0.5,0.3928571428571428
7,0,0.41379310344827586,0.3333333333333333
7,0,0.4482758620689656,0.4074074074074074
7,0,0.5714285714285713,0.4799999999999999
7,1,0.2105263157894737,0.19999999999999998
7,1,0.4242424242424242,0.4545454545454546
7,1,0.3,0.34285714285714286
7,1,0.32142857142857145,0.4923076923076923
7,1,0.30769230769230765,0.5217391304347827
7,1,0.5423728813559322,0.5116279069767441
7,1,0.4,0.5263157894736842
7,1,0.32142857142857145,0.30434782608695654
7,1,0.423076923076923,0.36363636363636365
7,1,0.380952380952381,0.5217391304347826
7,2,0.08695652173913043,0.19999999999999998
7,2,0.4,0.5833333333333334
7,2,0.30769230769230765,0.23529411764705882
7,2,0.39999999999999997,0.32
7,2,0.43478260869565216,0.5263157894736842
7,2,0.6521739130434783,0.42857142857142855
7,2,0.5306122448979591,0.4
7,2,0.35714285714285715,0.4615384615384615
7,2,0.47619047619047616,0.4242424242424242
7,2,0.47619047619047616,0.36363636363636365
8,0,0.2222222222222222,0.3636363636363637
8,0,0.5,0.4444444444444445
