run,expert_id,before,after
1,0,0.30769230769230765,0.4375
1,0,0.4166666666666667,0.4
1,0,0.31578947368421056,0.3076923076923077
1,0,0.30769230769230765,0.5384615384615385
1,0,0.47368421052631576,0.3783783783783784
1,0,0.5111111111111111,0.6808510638297872
1,0,0.32558139534883723,0.4126984126984127
1,0,0.5161290322580646,0.20000000000000004
1,0,0.21621621621621623,0.3137254901960784
1,0,0.5,0.3636363636363636
1,1,0.3243243243243243,0.29411764705882354
1,1,0.3636363636363636,0.3636363636363636
1,1,0.2727272727272727,0.16666666666666663
1,1,0.3157894736842105,0.4444444444444444
1,1,0.26865671641791045,0.4307692307692308
1,1,0.5858585858585859,0.5319148936170213
1,1,0.4137931034482759,0.4666666666666667
1,1,0.22222222222222224,0.23809523809523808
1,1,0.35555555555555557,0.41860465116279066
1,1,0.43478260869565216,0.5306122448979592
1,2,0.23728813559322032,0.17647058823529413
1,2,0.6666666666666666,0.43478260869565216
1,2,0.3018867924528302,0.2162162162162162
1,2,0.5,0.28571428571428564
1,2,0.40506329113924044,0.5074626865671642
1,2,0.48351648351648346,0.5510204081632653
1,2,0.38596491228070173,0.34146341463414637
1,2,0.23076923076923078,0.41379310344827586
1,2,0.4262295081967213,0.4
1,2,0.31818181818181823,0.375
2,0,0.30303030303030304,0.4375
2,0,0.37499999999999994,0.4
2,0,0.22222222222222224,0.3076923076923077
2,0,0.4615384615384615,0.5384615384615385
2,0,0.49315068493150693,0.3783783783783784
2,0,0.5686274509803921,0.6808510638297872
2,0,0.39344262295081966,0.4126984126984127
2,0,0.29629629629629634,0.20000000000000004
2,0,0.43636363636363634,0.3137254901960784
2,0,0.5833333333333334,0.3636363636363636
2,1,0.27906976744186046,0.29411764705882354
2,1,0.45454545454545453,0.3636363636363636
2,1,0.2608695652173913,0.16666666666666663
2,1,0.4444444444444444,0.4444444444444444
2,1,0.44444444444444453,0.4307692307692308
2,1,0.6115702479338843,0.5319148936170213
2,1,0.3043478260869565,0.4666666666666667
2,1,0.38461538461538464,0.23809523809523808
2,1,0.5454545454545454,0.41860465116279066
2,1,0.41176470588235287,0.5306122448979592
2,2,0.3448275862068966,0.17647058823529413
2,2,0.9090909090909091,0.43478260869565216
2,2,0.25641025641025644,0.2162162162162162
2,2,0.29411764705882354,0.28571428571428564
2,2,0.4383561643835616,0.5074626865671642
2,2,0.4782608695652174,0.5510204081632653
2,2,0.4615384615384615,0.34146341463414637
2,2,0.32,0.41379310344827586
2,2,0.425531914893617,0.4
2,2,0.42105263157894735,0.375
3,0,0.30303030303030304,0.2380952380952381
3,0,0.37499999999999994,0.45454545454545453
3,0,0.22222222222222224,0.25
3,0,0.4615384615384615,0.5
3,0,0.49315068493150693,0.525
3,0,0.5686274509803921,0.6213592233009708
3,0,0.39344262295081966,0.36000000000000004
3,0,0.29629629629629634,0.23076923076923078
3,0,0.43636363636363634,0.2631578947368421
3,0,0.5833333333333334,0.5217391304347826
3,1,0.27906976744186046,0.5454545454545455
3,1,0.45454545454545453,0.5714285714285715
3,1,0.2608695652173913,0.29629629629629634
3,1,0.4444444444444444,0.3333333333333333
3,1,0.44444444444444453,0.3943661971830986
3,1,0.6115702479338843,0.49462365591397844
3,1,0.3043478260869565,0.4210526315789474
3,1,0.38461538461538464,0.27272727272727276
3,1,0.5454545454545454,0.43478260869565216
3,1,0.41176470588235287,0.36000000000000004
3,2,0.3448275862068966,0.2857142857142857
3,2,0.9090909090909091,0.12903225806451615
3,2,0.25641025641025644,0.32
3,2,0.29411764705882354,0.6086956521739131
3,2,0.4383561643835616,0.4761904761904762
3,2,0.4782608695652174,0.505050505050505
3,2,0.4615384615384615,0.28571428571428564
3,2,0.32,0.24390243902439027
3,2,0.425531914893617,0.3888888888888889
3,2,0.42105263157894735,0.30769230769230765
4,0,0.24000000000000005,0.35555555555555557
4,0,0.45454545454545453,0.3846153846153846
4,0,0.2553191489361702,0.27450980392156865
4,0,0.5384615384615385,0.2857142857142857
4,0,0.3943661971830986,0.34285714285714286
4,0,0.3614457831325302,0.6521739130434783
4,0,0.38596491228070173,0.15789473684210528
4,0,0.1904761904761905,0.2325581395348837
4,0,0.3243243243243243,0.4
4,0,0.22857142857142854,0.41025641025641024
4,1,0.19354838709677422,0.358974358974359
4,1,0.9090909090909091,0.5714285714285715
4,1,0.3111111111111111,0.2222222222222222
4,1,0.41666666666666663,0.5833333333333334
4,1,0.4137931034482759,0.379746835443038
