run,expert_id,before,after
1,0,0.761904761904762,0.7999999999999999
1,0,0.6666666666666667,0.6666666666666667
1,0,0.29411764705882354,0.43902439024390244
1,0,0.45454545454545453,0.4
1,0,0.5128205128205128,0.5882352941176471
1,0,0.48888888888888893,0.391304347826087
1,0,0.10909090909090909,0.3589743589743589
1,0,0.40579710144927544,0.5555555555555556
1,0,0.26666666666666666,0.21428571428571427
1,0,0.16666666666666669,0.30769230769230765
1,1,0.8571428571428572,0.6956521739130435
1,1,0.6666666666666667,0.608695652173913
1,1,0.4117647058823529,0.2857142857142857
1,1,0.45454545454545453,0.11764705882352942
1,1,0.4,0.5581395348837209
1,1,0.39024390243902435,0.5306122448979592
1,1,0.2857142857142857,0.2058823529411765
1,1,0.4927536231884058,0.5079365079365079
1,1,0.4444444444444444,0.47058823529411764
1,1,0.5,0.16
1,2,0.36363636363636365,0.9523809523809523
1,2,0.6666666666666667,0.6666666666666667
1,2,0.25000000000000006,0.46808510638297873
1,2,0.1818181818181818,0.2702702702702703
1,2,0.5116279069767442,0.5833333333333334
1,2,0.32558139534883723,0.2380952380952381
1,2,0.12000000000000001,0.2222222222222222
1,2,0.5806451612903226,0.4838709677419355
1,2,0.25000000000000006,0.25000000000000006
1,2,0.25,0.3
1,3,0.8571428571428572,0.8571428571428572
1,3,0.6666666666666667,0.64
1,3,0.25000000000000006,0.4117647058823529
1,3,0.41379310344827586,0.4242424242424242
1,3,0.41379310344827586,0.4210526315789474
1,3,0.4782608695652174,0.24242424242424243
1,3,0.21052631578947367,0.2571428571428572
1,3,0.5294117647058824,0.47368421052631576
1,3,0.25000000000000006,0.47058823529411764
1,3,0.09523809523809525,0.4761904761904762
2,0,0.4444444444444444,0.3255813953488372
2,0,0.48484848484848486,0.29629629629629634
2,0,0.4,0.3
2,0,0.1290322580645161,0.13043478260869565
2,0,0.7096774193548386,0.7096774193548386
2,0,0.48275862068965514,0.39215686274509803
2,0,0.45161290322580644,0.48484848484848486
2,0,0.28571428571428575,0.3636363636363636
2,0,0.5,0.5853658536585366
2,0,0.6086956521739131,0.7272727272727273
